Date,Close
03-03-2021,1586.849976
04-03-2021,1552.050049
05-03-2021,1530
08-03-2021,1519.5
09-03-2021,1562.5
10-03-2021,1555.75
12-03-2021,1551.949951
15-03-2021,1528.650024
16-03-2021,1512.150024
17-03-2021,1495.349976
18-03-2021,1491
19-03-2021,1497.5
22-03-2021,1469.150024
23-03-2021,1500.150024
24-03-2021,1478.800049
25-03-2021,1463.349976
26-03-2021,1491.300049
30-03-2021,1553.699951
31-03-2021,1493.650024
01-04-2021,1486.75
05-04-2021,1449.599976
06-04-2021,1440.25
07-04-2021,1447.199951
08-04-2021,1432.800049
09-04-2021,1421.75
12-04-2021,1367.050049
13-04-2021,1400.349976
15-04-2021,1430.099976
16-04-2021,1428.650024
19-04-2021,1412.400024
20-04-2021,1391.400024
22-04-2021,1422.5
23-04-2021,1414.150024
26-04-2021,1404.800049
27-04-2021,1438.699951
28-04-2021,1476.800049
29-04-2021,1472.5
30-04-2021,1412.300049
03-05-2021,1414.449951
04-05-2021,1388.349976
05-05-2021,1402.599976
06-05-2021,1400.900024
07-05-2021,1414.75
10-05-2021,1419.849976
11-05-2021,1403.550049
12-05-2021,1399.5
14-05-2021,1386.849976
17-05-2021,1440.25
18-05-2021,1476.699951
19-05-2021,1458.199951
20-05-2021,1432.800049
21-05-2021,1497.300049
24-05-2021,1509.949951
25-05-2021,1478.949951
26-05-2021,1477.050049
27-05-2021,1482.650024
28-05-2021,1503.449951
31-05-2021,1515.849976
01-06-2021,1511.699951
02-06-2021,1504
03-06-2021,1520.550049
04-06-2021,1500.949951
07-06-2021,1499.849976
08-06-2021,1483.050049
09-06-2021,1480.300049
10-06-2021,1481.050049
11-06-2021,1486.349976
14-06-2021,1479.449951
15-06-2021,1490.25
16-06-2021,1484.599976
17-06-2021,1466.099976
18-06-2021,1479.800049
21-06-2021,1488.699951
22-06-2021,1483.800049
23-06-2021,1485.5
24-06-2021,1506.25
25-06-2021,1515.099976
28-06-2021,1508.349976
29-06-2021,1502.050049
30-06-2021,1497.900024
01-07-2021,1486.75
02-07-2021,1480.400024
05-07-2021,1495.449951
06-07-2021,1534.699951
07-07-2021,1539.5
08-07-2021,1520.449951
09-07-2021,1502
12-07-2021,1487
13-07-2021,1501.849976
14-07-2021,1499.150024
15-07-2021,1520.699951
16-07-2021,1522.349976
19-07-2021,1471
20-07-2021,1443.150024
22-07-2021,1448.699951
23-07-2021,1442.75
26-07-2021,1434.550049
27-07-2021,1439.75
28-07-2021,1417.300049
29-07-2021,1418.25
30-07-2021,1426.449951
02-08-2021,1422.650024
03-08-2021,1434.699951
04-08-2021,1465.300049
05-08-2021,1484.849976
06-08-2021,1492.650024
09-08-2021,1503.900024
10-08-2021,1507.650024
11-08-2021,1494.949951
12-08-2021,1501.400024
13-08-2021,1526.199951
16-08-2021,1530.599976
17-08-2021,1514.650024
18-08-2021,1513
20-08-2021,1514.75
23-08-2021,1524.599976
24-08-2021,1558.849976
25-08-2021,1557.400024
26-08-2021,1554.800049
27-08-2021,1548.449951
30-08-2021,1568.25
31-08-2021,1581.400024
01-09-2021,1579.099976
02-09-2021,1589
03-09-2021,1576.050049
06-09-2021,1565.699951
07-09-2021,1569.25
08-09-2021,1576.400024
09-09-2021,1568.599976
13-09-2021,1555.550049
14-09-2021,1548.550049
15-09-2021,1546.800049
16-09-2021,1559.949951
17-09-2021,1582.150024
20-09-2021,1559.849976
21-09-2021,1551.949951
22-09-2021,1533.699951
23-09-2021,1570
24-09-2021,1601.550049
27-09-2021,1625.099976
28-09-2021,1615.050049
29-09-2021,1593.849976
30-09-2021,1594.949951
01-10-2021,1582.699951
04-10-2021,1585.75
05-10-2021,1595.449951
06-10-2021,1614.900024
07-10-2021,1610.5
08-10-2021,1602.650024
11-10-2021,1633.800049
12-10-2021,1629.599976
13-10-2021,1639.400024
14-10-2021,1687.400024
18-10-2021,1670.300049
19-10-2021,1688.699951
20-10-2021,1673.849976
21-10-2021,1676.300049
22-10-2021,1680.75
25-10-2021,1657
26-10-2021,1652.75
27-10-2021,1642.800049
28-10-2021,1593.599976
29-10-2021,1582.849976
01-11-2021,1605.300049
02-11-2021,1606.75
03-11-2021,1581.449951
04-11-2021,1593.949951
08-11-2021,1600.25
09-11-2021,1572.25
10-11-2021,1555.25
11-11-2021,1548.300049
12-11-2021,1553
15-11-2021,1557.25
16-11-2021,1548
17-11-2021,1530.800049
18-11-2021,1539.400024
22-11-2021,1515.349976
23-11-2021,1515.550049
24-11-2021,1518.050049
25-11-2021,1525.949951
26-11-2021,1489.900024
29-11-2021,1501.25
30-11-2021,1493.550049
01-12-2021,1504.650024
02-12-2021,1525.75
03-12-2021,1513.550049
06-12-2021,1503.800049
07-12-2021,1525.699951
08-12-2021,1553.800049
09-12-2021,1526.849976
10-12-2021,1522.550049
13-12-2021,1511.150024
14-12-2021,1502.449951
15-12-2021,1500
16-12-2021,1500.099976
17-12-2021,1473.050049
20-12-2021,1425.650024
21-12-2021,1441.800049
22-12-2021,1445.199951
23-12-2021,1444.099976
24-12-2021,1438.900024
27-12-2021,1450.800049
28-12-2021,1460.800049
29-12-2021,1453.849976
30-12-2021,1461.5
31-12-2021,1479.400024
03-01-2022,1519.650024
04-01-2022,1528.550049
05-01-2022,1564.849976
06-01-2022,1539.75
07-01-2022,1550.550049
10-01-2022,1559.150024
11-01-2022,1565.900024
12-01-2022,1556.650024
13-01-2022,1528
14-01-2022,1545.150024
17-01-2022,1521.5
18-01-2022,1529.25
19-01-2022,1518.449951
20-01-2022,1509
21-01-2022,1521.599976
24-01-2022,1486.650024
25-01-2022,1488.050049
27-01-2022,1474.949951
28-01-2022,1463.25
31-01-2022,1485.699951
01-02-2022,1497
02-02-2022,1531.199951
03-02-2022,1515.349976
04-02-2022,1524
07-02-2022,1468.150024
08-02-2022,1461.849976
09-02-2022,1497.599976
10-02-2022,1525.099976
11-02-2022,1518.849976
14-02-2022,1473.699951
15-02-2022,1517.800049
16-02-2022,1515.75
17-02-2022,1506.5
18-02-2022,1512.349976
21-02-2022,1522.099976
22-02-2022,1510.699951
23-02-2022,1500.900024
24-02-2022,1419.400024
25-02-2022,1456.099976
28-02-2022,1426.25
02-03-2022,1374.25
03-03-2022,1371
